entity,country,indigenous_to_name,indigenous_to_entity,latitude,longitude,location_entity,location_name
Q35377,Nigeria,,,,,,
Q35300,Nigeria,,,,,,
Q35300,Nigeria,Federal Capital Territory,Q509300,,,,
Q35300,Nigeria,Nasarawa State,Q836645,,,,
Q35296,,,,5.41666666667,8.66666666667,,
Q35296,Cameroon,,,,,,
Q35296,Nigeria,,,,,,
Q35296,Cameroon,West Region,Q165784,,,,
Q35296,Cameroon,South Region,Q857122,,,,
Q35296,Nigeria,Cross River State,Q739676,,,,
Q35296,Nigeria,Federal Capital Territory,Q509300,,,,
Q35250,Nigeria,,,,,,
Q35250,Nigeria,Cross River State,Q739676,,,,
Q35250,Nigeria,Federal Capital Territory,Q509300,,,,
Q5350305,,,,-3.83333333333,135.5,,
Q5350305,Indonesia,,,,,,
Q5350305,Indonesia,Papua,Q5095,,,,
Q5350305,Indonesia,West Papua,Q5096,,,,
Q33603,,,,-0.75,34.8333333333,,
Q33603,Kenya,,,,,,
Q33603,Tanzania,,,,,,
Q33603,Kenya,Kisii County,Q1743730,,,,
Q33603,Kenya,Migori County,Q429955,,,,
Q33603,Kenya,Narok County,Q1852220,,,,
Q33603,Kenya,Nyamira county,Q1569613,,,,
Q33603,Tanzania,Mara Region,Q458406,,,,
Q35318,Kenya,,,,,,
Q35318,Kenya,Embu County,Q1335242,,,,
Q3121068,Paraguay,,,,,,
Q3121068,Paraguay,Lengua people,Q3515132,,,,
Q15462609,,,,-22.5,-59.0,,
Q15462609,Paraguay,,,,,,
Q15462609,Paraguay,Presidente Hayes Department,Q750551,,,,
Q3055682,,,,3.0,-77.0,,
Q3055682,Colombia,,,,,,
Q3055682,Colombia,Cauca Department,Q230602,,,,
Q3055682,Colombia,Nariño Department,Q230217,,,,
Q3055682,Colombia,Valle del Cauca Department,Q13990,,,,
Q5397551,Papua New Guinea,,,,,,
Q5397551,Papua New Guinea,Oro Province,Q753686,,,,
Q2980381,,,,-11.0,-66.0,,
Q2980381,Bolivia,,,,,,
Q2980381,Peru,,,,,,
Q2980381,Bolivia,Beni Department,Q233169,,,,
Q2980381,Bolivia,La Paz Department,Q272784,,,,
Q2980381,Bolivia,Pando Department,Q235362,,,,
Q2980381,Peru,Madre de Dios,Q210896,,,,
Q1321,Spain,,,,,,
Q1321,Andorra,,,,,,
Q1321,Argentina,,,,,,
Q1321,Belize,,,,,,
Q1321,Bolivia,,,,,,
Q1321,Chile,,,,,,
Q1321,Colombia,,,,,,
Q1321,Costa Rica,,,,,,
Q1321,Cuba,,,,,,
Q1321,Dominican Republic,,,,,,
Q1321,Ecuador,,,,,,
Q1321,El Salvador,,,,,,
Q1321,Equatorial Guinea,,,,,,
Q1321,Gibraltar,,,,,,
Q1321,Guatemala,,,,,,
Q1321,Honduras,,,,,,
Q1321,Mexico,,,,,,
Q1321,Nicaragua,,,,,,
Q1321,Panama,,,,,,
Q1321,Paraguay,,,,,,
Q1321,Peru,,,,,,
Q1321,United States of America,,,,,,
Q1321,Uruguay,,,,,,
Q1321,Venezuela,,,,,,
Q1321,Spain,Spain,Q29,,,,
Q56674,,,,8.5,24.5,,
Q56674,South Sudan,,,,,,
Q56674,Sudan,,,,,,
Q56674,South Sudan,Western Bahr el Ghazal,Q332095,,,,
Q143,Russian Empire,,,,,,
Q143,Poland,,,,,,
Q7413841,Mexico,,,,,,
Q7413841,Mexico,State of Mexico,Q82112,,,,
Q7413841,Mexico,Morelos,Q66117,,,,
Q3915392,Nigeria,,,,,,
Q3915392,Nigeria,Federal Capital Territory,Q509300,,,,
Q3915392,Nigeria,Kaduna State,Q878284,,,,
Q3915392,Nigeria,Plateau State,Q503928,,,,
Q8752,Spain,,,,,,
Q8752,France,,,,,,
Q8752,Spain,Biscay,Q93366,,,,
Q8752,Spain,Navarre,Q4018,,,,
Q8752,Spain,Gipuzkoa,Q95010,,,,
Q8752,Spain,Araba / Álava,Q81801,,,,
Q5418860,Papua New Guinea,,,,,,
Q5418860,Papua New Guinea,Oro Province,Q753686,,,,
Q35459,,,,4.0,12.0,,
Q35459,Cameroon,,,,,,
Q35459,Cameroon,Centre,Q739951,,,,
Q35459,Cameroon,East Region,Q845168,,,,
Q35459,Cameroon,North Region,Q502341,,,,
Q35459,Cameroon,South Region,Q857122,,,,
Q11921436,Nigeria,,,,,,
Q11921436,Nigeria,Benue State,Q429908,,,,
Q11921436,Nigeria,Ebonyi State,Q506808,,,,
Q11921436,Nigeria,Enugu State,Q3817714,,,,
Q11921436,Nigeria,Federal Capital Territory,Q509300,,,,
Q3501773,Papua New Guinea,,,,,,
Q3501773,Papua New Guinea,Sandaun Province,Q753689,,,,
Q3501773,Papua New Guinea,Western Province,Q849790,,,,
Q56815,Myanmar,,,,,,
Q56815,Myanmar,Chin State,Q46910,,,,
Q35331,,,,10.8333333333,-0.916666666667,,
Q35331,Burkina Faso,,,,,,
Q35331,Ghana,,,,,,
Q35331,Burkina Faso,Centre,Q515655,,,,
Q35331,Burkina Faso,Centre-Est Region,Q543006,,,,
Q35331,Burkina Faso,Centre-Sud Region,Q853405,,,,
Q35331,Burkina Faso,Est Region,Q850088,,,,
Q35331,Burkina Faso,Boulgou,Q895097,,,,
Q35331,Ghana,Upper East Region,Q712828,,,,
Q3446687,,,,-6.58333333333,143.333333333,,
Q3446687,Papua New Guinea,,,,,,
Q3446687,Papua New Guinea,Gulf Province,Q874980,,,,
Q3446687,Papua New Guinea,Southern Highlands Province,Q849801,,,,
Q3446687,Papua New Guinea,Western Province,Q849790,,,,
Q3067168,Solomon Islands,,,,,,
Q3067168,Solomon Islands,Malaita Province,Q1190896,,,,
Q34057,,,,15.0,121.0,,
Q34057,Philippines,,,,,,
Q34057,Philippines,Philippines,Q928,,,,
Q667747,Tanzania,,,,,,
Q667747,Tanzania,Rukwa Region,Q153329,,,,
Q667747,Tanzania,Tanga Region,Q389737,,,,
Q5464843,,,,-7.0,144.5,,
Q5464843,Papua New Guinea,,,,,,
Q5464843,Papua New Guinea,Gulf Province,Q874980,,,,
Q5464843,Papua New Guinea,Southern Highlands Province,Q849801,,,,
Q33291,,,,6.41666666667,2.16666666667,,
Q33291,Benin,,,,,,
Q33291,Togo,,,,,,
Q33291,Benin,Benin,Q962,,,,
Q33291,Togo,Plateaux Region,Q316306,,,,
Q5468035,,,,-6.75,131.5,,
Q5468035,Indonesia,,,,,,
Q5468035,Indonesia,,,,,Q24273514,Ritabel
Q5468035,Indonesia,Jakarta,Q3630,,,,
Q5468035,Indonesia,Maluku,Q5093,,,,
Q3077126,,,,-6.75,145.5,,
Q3077126,Papua New Guinea,,,,,,
Q3077126,Papua New Guinea,Eastern Highlands Province,Q849812,,,,
Q12954011,,,,17.3333333333,-93.25,,
Q12954011,Mexico,,,,,,
Q12954011,Mexico,Chiapas,Q60123,,,,
Q12954011,Mexico,Oaxaca,Q34110,,,,
Q12954011,Mexico,Tabasco,Q80914,,,,
Q12954011,Mexico,Veracruz,Q60130,,,,
Q150,France,,,,,,
Q150,Belgium,,,,,,
Q150,Switzerland,,,,,,
Q150,Canada,,,,,,
Q150,Benin,,,,,,
Q150,Burkina Faso,,,,,,
Q150,Republic of the Congo,,,,,,
Q150,Democratic Republic of the Congo,,,,,,
Q150,Ivory Coast,,,,,,
Q150,Gabon,,,,,,
Q150,Guinea,,,,,,
Q150,Mali,,,,,,
Q150,Monaco,,,,,,
Q150,Niger,,,,,,
Q150,Senegal,,,,,,
Q150,Togo,,,,,,
Q150,Burundi,,,,,,
Q150,Cameroon,,,,,,
Q150,Central African Republic,,,,,,
Q150,Comoros,,,,,,
Q150,Djibouti,,,,,,
Q150,Equatorial Guinea,,,,,,
Q150,Haiti,,,,,,
Q150,Luxembourg,,,,,,
Q150,Madagascar,,,,,,
Q150,Rwanda,,,,,,
Q150,Seychelles,,,,,,
Q150,Chad,,,,,,
Q150,Vanuatu,,,,,,
Q150,Algeria,,,,,,
Q150,Andorra,,,,,,
Q150,Cambodia,,,,,,
Q150,Guernsey,,,,,,
Q150,India,,,,,,
Q150,Italy,,,,,,
Q150,Jersey,,,,,,
Q150,Lebanon,,,,,,
Q150,Mauritania,,,,,,
Q150,Mauritius,,,,,,
Q150,Morocco,,,,,,
Q150,Belgium,Brussels Capital Region,Q240,,,,
Q150,Belgium,Walloon Brabant,Q1122,,,,
Q150,Belgium,Hainaut,Q1129,,,,
Q150,Belgium,Liège,Q1127,,,,
Q150,Belgium,Namur,Q1125,,,,
Q150,Switzerland,Canton of Fribourg,Q12640,,,,
Q150,Switzerland,Canton of Jura,Q12755,,,,
Q150,Switzerland,Canton of Neuchâtel,Q12738,,,,
Q150,Switzerland,Canton of Vaud,Q12771,,,,
Q150,France,France,Q142,,,,
Q150,Luxembourg,Luxembourg,Q32,,,,
Q150,Monaco,Monaco,Q235,,,,
Q150,Belgium,Flemish Brabant,Q1118,,,,
Q34776,,,,9.16666666667,13.5,,
Q34776,,,,10.25,11.25,,
Q34776,Cameroon,,,,,,
Q34776,Chad,,,,,,
Q34776,Nigeria,,,,,,
Q34776,Cameroon,Adamawa,Q351514,,,,
Q34776,Cameroon,Far North,Q823976,,,,
Q34776,Cameroon,North Region,Q502341,,,,
Q34776,Nigeria,Adamawa State,Q337514,,,,
Q34776,Nigeria,Taraba State,Q463959,,,,
Q34776,Chad,Mayo-Kebbi Ouest Region,Q910393,,,,
Q12952430,,,,13.5,0.5,,
Q12952430,,,,14.0,0.0,,
Q12952430,Benin,,,,,,
Q12952430,Burkina Faso,,,,,,
Q12952430,Niger,,,,,,
Q12952430,Burkina Faso,Centre-Nord Region,Q850064,,,,
Q12952430,Burkina Faso,Bam Province,Q620710,,,,
Q12952430,Burkina Faso,Kossi Province,Q1074485,,,,
Q12952430,Burkina Faso,Séno Province,Q1061214,,,,
Q12952430,Burkina Faso,Oudalan Province,Q514173,,,,
Q12952430,Burkina Faso,Soum Province,Q385973,,,,
Q12952430,Burkina Faso,Sourou Province,Q558703,,,,
Q12952430,Burkina Faso,Yagha Province,Q1074466,,,,
Q12952430,Benin,Alibori Department,Q29165,,,,
Q12952430,Niger,Dosso Region,Q850055,,,,
Q12952430,Niger,Tillabéri Region,Q861914,,,,
Q12628799,Niger,,,,,,
Q12628799,Niger,Niger,Q1032,,,,
Q3915322,,,,15.0,-5.0,,
Q3915322,Mali,,,,,,
Q3915322,Mali,Mali,Q912,,,,
Q36129,,,,8.16666666667,10.5,,
Q36129,Nigeria,,,,,,
Q36129,Nigeria,Bauchi State,Q503936,,,,
Q36129,Nigeria,Borno State,Q130626,,,,
Q36129,Nigeria,Kano State,Q682571,,,,
Q36129,Nigeria,Katsina State,Q657821,,,,
Q36129,Nigeria,Sokoto State,Q503941,,,,
Q7166821,Democratic Republic of the Congo,,,,,,
Q7166821,Democratic Republic of the Congo,South Kivu,Q488326,,,,
Q35334,,,,-14.3333333333,-178.166666667,,
Q35334,France,,,,,,
Q25258,,,,62.0,-7.0,,
Q25258,Faroe Islands,,,,,,
Q25258,Danish Realm,,,,,,
Q25258,Danish Realm,Faroe Islands,Q4628,,,,
Q25258,Denmark,Faroe Islands,Q4628,,,,
Q5515189,Philippines,,,,,,
Q5515189,Philippines,Ifugao,Q13812,,,,
Q5515189,Philippines,Kalinga,Q13827,,,,
Q5515189,Philippines,Mountain Province,Q13861,,,,
Q9142,,,,53.0,-8.0,,
Q9142,,,,55.0,-8.0,,
Q9142,,,,52.5,-9.0,,
Q9142,Ireland,,,,,,
Q9142,United Kingdom,,,,,,
Q9142,Ireland,Irish people,Q170826,,,,
Q9142,United States of America,Irish people,Q170826,,,,
Q9142,United Kingdom,Irish people,Q170826,,,,
Q9142,Ireland,Cork,Q36647,,,,
Q9142,Ireland,County Donegal,Q179424,,,,
Q9142,Ireland,County Galway,Q169923,,,,
Q9142,Ireland,County Kerry,Q184469,,,,
Q9142,Ireland,County Meath,Q183544,,,,
Q9142,Ireland,County Mayo,Q178626,,,,
Q9142,Ireland,County Waterford,Q184594,,,,
Q9142,Ireland,Ireland,Q27,,,,
Q12175,,,,54.1666666667,-4.5,,
Q12175,Isle of Man,,,,,,
Q12175,Isle of Man,Isle of Man,Q9676,,,,
Q34011,,,,-13.9166666667,-171.833333333,,
Q34011,Samoa,,,,,,
Q34011,American Samoa,,,,,,
Q34011,New Zealand,,,,,,
Q34011,Australia,,,,,,
Q34011,Samoa,Samoa,Q683,,,,
Q3094570,,,,2.41666666667,128.333333333,,
Q3094570,Indonesia,,,,,,
Q3094570,,,,,,Q24287192,Wangeotek
Q3094570,,,,,,Q24287209,Kao
Q3094570,,,,,,Q24287218,Kira
Q3094570,,,,,,Q24287221,Kedi
Q3094570,,,,,,Q24287223,Laba Besar
Q3094570,,,,,,Q24287227,Goal
Q3094570,Indonesia,Galela people,Q24287236,,,,
Q3094570,Indonesia,Maluku,Q5093,,,,
Q3094570,Indonesia,North Maluku,Q5094,,,,
Q3094570,,Togutil people,Q24287245,,,,
Q2857892,India,,,,,,
Q2857892,India,Arunachal Pradesh,Q1162,,,,
Q2857892,India,Assam,Q1164,,,,
Q16116386,,,,6.66666666667,37.25,,
Q16116386,Ethiopia,,,,,,
Q12952442,India,,,,,,
Q12952442,India,Assam,Q1164,,,,
Q12952442,India,Meghalaya,Q1195,,,,
Q12952442,India,Manipur,Q1193,,,,
Q4700657,Laos,,,,,,
Q4700657,People's Republic of China,,,,,,
Q4700657,People's Republic of China,Yunnan,Q43194,,,,
Q3095245,,,,-9.75,149.833333333,,
Q3095245,Papua New Guinea,,,,,,
Q3095245,Papua New Guinea,Milne Bay Province,Q874962,,,,
Q3501920,India,,,,,,
Q3501920,India,Andhra Pradesh,Q1159,,,,
Q3501920,India,Odisha,Q22048,,,,
Q11015105,,,,9.5,7.0,,
Q11015105,Nigeria,,,,,,
Q11015105,Nigeria,Federal Capital Territory,Q509300,,,,
Q11015105,Nigeria,Kaduna State,Q878284,,,,
Q11015105,Nigeria,Kogi State,Q387745,,,,
Q11015105,Nigeria,Nasarawa State,Q836645,,,,
Q11015105,Nigeria,Niger State,Q503932,,,,
Q34912,,,,8.08333333333,-10.25,,
Q34912,Liberia,,,,,,
Q34912,Liberia,Gbarpolu County,Q592251,,,,
Q34912,Liberia,Lofa County,Q870130,,,,
Q3063531,,,,-9.08333333333,160.25,,
Q3063531,Solomon Islands,,,,,,
Q3063531,Solomon Islands,Central Province,Q293722,,,,
Q3063531,Solomon Islands,Guadalcanal Province,Q760888,,,,
Q3104782,Solomon Islands,,,,,,
Q3104782,Solomon Islands,Guadalcanal Province,Q760888,,,,
Q35271,Cameroon,,,,,,
Q35271,Cameroon,East Region,Q845168,,,,
Q35271,Cameroon,North Region,Q502341,,,,
Q35271,Cameroon,West Region,Q165784,,,,
Q35271,Cameroon,South Region,Q857122,,,,
Q35265,,,,10.0,14.0,,
Q35265,Cameroon,,,,,,
Q35265,Chad,,,,,,
Q35265,Cameroon,Far North,Q823976,,,,
Q35265,Cameroon,North Region,Q502341,,,,
Q35265,Chad,Lac Region,Q867869,,,,
Q35265,Chad,Mayo-Kebbi Ouest Region,Q910393,,,,
Q35256,Ghana,,,,,,
Q35256,Ghana,Volta Region,Q712832,,,,
Q30898,,,,1.33333333333,173.0,,
Q30898,Kiribati,,,,,,
Q30898,Kiribati,Kiribati,Q710,,,,
Q5564185,Papua New Guinea,,,,,,
Q5564185,Papua New Guinea,Madang Province,Q326254,,,,
Q3107606,Kenya,,,,,,
Q3107606,Kenya,Kilifi County,Q1741307,,,,
Q3107606,Kenya,Kwale County,Q952571,,,,
Q3107606,Kenya,Mombasa County,Q1112885,,,,
Q3107606,Kenya,Tana River County,Q383150,,,,
Q7820988,Mozambique,,,,,,
Q7820988,Mozambique,Inhambane Province,Q466547,,,,
Q3110291,,,,-6.33333333333,144.75,,
Q3110291,Papua New Guinea,,,,,,
Q3110291,Papua New Guinea,Chimbu Province,Q599448,,,,
Q35267,Ghana,,,,,,
Q35267,Ghana,Brong-Ahafo Region,Q397737,,,,
Q35267,Ghana,Northern Region,Q502215,,,,
Q35267,Ghana,Volta Region,Q712832,,,,
Q12631584,Ethiopia,,,,,,
Q759992,Chad,,,,,,
Q759992,Chad,Logone Oriental Region,Q167514,,,,
Q759992,Chad,Mandoul Region,Q597410,,,,
Q2501174,,,,0.5,122.0,,
Q2501174,Indonesia,,,,,,
Q2501174,Indonesia,Gorontalo,Q14521,,,,
Q2501174,Indonesia,North Sulawesi,Q5068,,,,
Q11157042,Liberia,,,,,,
Q11157042,Liberia,Grand Gedeh County,Q950841,,,,
Q11157042,Liberia,Grand Kru County,Q574952,,,,
Q11157042,Liberia,Maryland County,Q870138,,,,
Q11157042,Liberia,River Gee County,Q1047875,,,,
Q11157042,Liberia,Sinoe County,Q1043644,,,,
Q2669193,,,,5.0,-69.0,,
Q2669193,,,,6.25,-71.5,,
Q2669193,Colombia,,,,,,
Q2669193,Venezuela,,,,,,
Q2669193,Colombia,Arauca Department,Q230223,,,,
Q2669193,Colombia,Casanare Department,Q13984,,,,
Q2669193,Colombia,Guainía Department,Q238645,,,,
Q2669193,Colombia,Guaviare Department,Q272885,,,,
Q2669193,Colombia,Meta,Q238629,,,,
Q2669193,Colombia,Vichada Department,Q268729,,,,
Q2669193,Venezuela,Apure,Q41146,,,,
Q2669193,Venezuela,Bolívar,Q191164,,,,
Q2669193,Venezuela,Amazonas,Q170453,,,,
Q57420736,,,,-5.0,-46.0,,
Q57420736,Brazil,,,,,,
Q57420736,Brazil,Maranhão,Q42362,,,,
Q2744745,,,,2.5,-76.6666666667,,
Q2744745,Colombia,,,,,,
Q2744745,Colombia,Cauca Department,Q230602,,,,
Q3566001,,,,0.833333333333,-69.5,,
Q3566001,Brazil,,,,,,
Q3566001,Colombia,,,,,,
Q3566001,Brazil,Amazonas,Q40040,,,,
Q3566001,Colombia,Vaupés Department,Q234505,,,,
Q17478066,,,,-26.0,-56.0,,
Q17478066,Paraguay,,,,,,
Q2963912,,,,-23.6666666667,-64.3333333333,,
Q2963912,Bolivia,,,,,,
Q2963912,Argentina,,,,,,
Q2963912,Paraguay,,,,,,
Q2963912,Bolivia,Chuquisaca Department,Q235110,,,,
Q2963912,Bolivia,Santa Cruz Department,Q235106,,,,
Q2963912,Bolivia,Tarija Department,Q233933,,,,
Q3775037,Bolivia,,,,,,
Q3118779,Bolivia,,,,,,
Q3118779,Bolivia,Santa Cruz Department,Q235106,,,,
Q2980375,,,,2.83333333333,-72.0,,
Q2980375,Colombia,,,,,,
Q2980375,Colombia,Guaviare Department,Q272885,,,,
Q2980375,Colombia,Meta,Q238629,,,,
Q3441230,,,,10.4166666667,13.4166666667,,
Q3441230,Cameroon,,,,,,
Q3441230,Nigeria,,,,,,
Q3441230,Cameroon,Far North,Q823976,,,,
Q3441230,Cameroon,North Region,Q502341,,,,
Q3441230,Cameroon,Northwest,Q823946,,,,
Q3441230,Cameroon,West Region,Q165784,,,,
Q3441230,Cameroon,South Region,Q857122,,,,
Q3441230,Nigeria,Adamawa State,Q337514,,,,
Q3441230,Nigeria,Borno State,Q130626,,,,
Q3441230,Nigeria,Federal Capital Territory,Q509300,,,,
Q5614980,,,,18.0,-99.5,,
Q5614980,Mexico,,,,,,
Q5614980,Mexico,Guerrero,Q60158,,,,
Q11732219,,,,-8.0,147.333333333,,
Q11732219,Papua New Guinea,,,,,,
Q11732219,Papua New Guinea,Morobe Province,Q853664,,,,
Q11732219,Papua New Guinea,Oro Province,Q753686,,,,
Q641737,Chad,,,,,,
Q641737,Chad,Logone Oriental Region,Q167514,,,,
Q641737,Chad,Mandoul Region,Q597410,,,,
Q641737,Chad,Tandjilé Region,Q867856,,,,
Q33395,United States of America,,,,,,
Q33395,,Gullah,Q13560779,,,,
Q33395,United States of America,Florida,Q812,,,,
Q33395,United States of America,Georgia,Q1428,,,,
Q33395,United States of America,Michigan,Q1166,,,,
Q33395,United States of America,North Carolina,Q1454,,,,
Q33395,United States of America,New York,Q1384,,,,
Q33395,United States of America,South Carolina,Q1456,,,,
Q33395,United States of America,South Carolina,Q1456,,,,
Q10510745,,,,-12.5,135.5,,
Q10510745,Australia,,,,,,
Q10510745,Australia,Northern Territory,Q3235,,,,
Q3111668,,,,6.5,2.5,,
Q3111668,Benin,,,,,,
Q3111668,Nigeria,,,,,,
Q3111668,Benin,Ouémé Department,Q29169,,,,
Q3111668,Benin,Plateau Department,Q32108,,,,
Q3111668,Nigeria,Federal Capital Territory,Q509300,,,,
Q3111668,Nigeria,Lagos,Q815913,,,,
Q3111668,Nigeria,Ogun State,Q836657,,,,
Q11165235,Uganda,,,,,,
Q11165235,Uganda,Buliisa District,Q1229793,,,,
Q11165235,Uganda,Kiruhura District,Q1318865,,,,
Q2392342,,,,28.3333333333,84.3333333333,,
Q2392342,Nepal,,,,,,
Q2392342,Nepal,Gurung people,Q1341218,,,,
Q2392342,Nepal,Dhaulagiri Zone,Q9088,,,,
Q2392342,Nepal,Gandaki Zone,Q9133,,,,
Q5623246,Papua New Guinea,,,,,,
Q5623246,Papua New Guinea,Madang Province,Q326254,,,,
Q5623559,Uganda,,,,,,
Q5623559,Uganda,Mbale District,Q581822,,,,
Q5623559,Uganda,Pallisa District,Q1375843,,,,
Q5623559,Uganda,Budaka District,Q1362085,,,,
Q5623559,Uganda,Namutumba District,Q1375819,,,,
Q21057,,,,67.0,-146.0,,
Q21057,Canada,,,,,,
Q21057,United States of America,,,,,,
Q21057,Canada,Northwest Territories,Q2007,,,,
Q21057,Canada,Yukon,Q2009,,,,
Q9314,,,,57.0,-4.0,,
Q9314,United Kingdom,,,,,,
Q9314,Canada,,,,,,
Q9314,United States of America,,,,,,
Q9314,Australia,,,,,,
Q9314,New Zealand,,,,,,
Q9314,United Kingdom,Edinburgh,Q23436,,,,
Q9314,United Kingdom of Great Britain and Ireland,Edinburgh,Q23436,,,,
Q9314,Great Britain,Edinburgh,Q23436,,,,
Q9314,Kingdom of Scotland,Edinburgh,Q23436,,,,
Q9314,United Kingdom,Glasgow,Q4093,,,,
Q9314,United Kingdom of Great Britain and Ireland,Glasgow,Q4093,,,,
Q9314,Great Britain,Glasgow,Q4093,,,,
Q9314,Kingdom of Scotland,Glasgow,Q4093,,,,
Q9314,United Kingdom,Highland,Q208279,,,,
Q9314,United Kingdom,Scotland,Q22,,,,
Q33287,,,,5.66666666667,-0.166666666667,,
Q33287,Ghana,,,,,,
Q33287,,Ga-Adangbe people,Q627897,,,,
Q33287,Ghana,Greater Accra Region,Q431729,,,,
Q3250286,,,,22.6666666667,93.6666666667,,
Q3250286,Myanmar,,,,,,
Q3250286,India,,,,,,
Q3250286,Bangladesh,,,,,,
Q3250286,India,Assam,Q1164,,,,
Q3250286,India,Meghalaya,Q1195,,,,
Q3250286,India,Mizoram,Q1502,,,,
Q3250286,Myanmar,Magway Region,Q833013,,,,
Q3250286,Myanmar,Chin State,Q46910,,,,
Q3125959,,,,-5.25,154.666666667,,
Q3125959,Papua New Guinea,,,,,,
Q3125959,Papua New Guinea,Autonomous Region of Bougainville,Q18826,,,,
Q3063193,,,,-15.5,168.166666667,,
Q3063193,Vanuatu,,,,,,
Q3063193,Vanuatu,Penama,Q836649,,,,
Q12632146,,,,-5.08333333333,144.166666667,,
Q12632146,Papua New Guinea,,,,,,
Q12632146,Papua New Guinea,Madang Province,Q326254,,,,
Q56475,,,,12.0,7.0,,
Q56475,Benin,,,,,,
Q56475,Burkina Faso,,,,,,
Q56475,Ghana,,,,,,
Q56475,Cameroon,,,,,,
Q56475,Niger,,,,,,
Q56475,Nigeria,,,,,,
Q56475,Togo,,,,,,
Q56475,Chad,,,,,,
Q56475,Niger,Niger,Q1032,,,,
Q56475,Nigeria,Nigeria,Q1033,,,,
Q2841479,Vanuatu,,,,,,
Q2841479,Vanuatu,Penama,Q836649,,,,
Q35602,,,,21.5,-158.0,,
Q35602,United States of America,,,,,,
Q35602,United States of America,Florida,Q812,,,,
Q35602,United States of America,Hawaii,Q782,,,,
Q35602,United States of America,Nevada,Q1227,,,,
Q33569,,,,19.5833333333,-155.5,,
Q33569,United States of America,,,,,,
Q33569,United States of America,Hawaii,Q782,,,,
Q56246,,,,11.8666666667,13.7166666667,,
Q56246,Cameroon,,,,,,
Q56246,Chad,,,,,,
Q56246,Nigeria,,,,,,
Q56246,Cameroon,Far North,Q823976,,,,
Q56246,Cameroon,North Region,Q502341,,,,
Q56246,Cameroon,Northwest,Q823946,,,,
Q56246,Cameroon,West Region,Q165784,,,,
Q56246,Nigeria,Adamawa State,Q337514,,,,
Q56246,Nigeria,Borno State,Q130626,,,,
Q56246,Nigeria,Federal Capital Territory,Q509300,,,,
Q35432,Indonesia,,,,,,
Q35432,Indonesia,East Nusa Tenggara,Q5061,,,,
Q35432,Indonesia,Lesser Sunda Islands,Q3803,,,,
Q2964457,,,,16.25,-95.75,,
Q2964457,Mexico,,,,,,
Q2964457,Mexico,Oaxaca,Q34110,,,,
Q12953754,,,,19.5833333333,-97.3333333333,,
Q12953754,Mexico,,,,,,
Q12953754,Mexico,Puebla,Q79923,,,,
Q12953754,Mexico,Veracruz,Q60130,,,,
Q46728,Fiji,,,,,,
Q46728,Fiji,Fiji,Q712,,,,
Q33617,Papua New Guinea,,,,,,
Q33617,Papua New Guinea,Central Province,Q874942,,,,
Q33617,Papua New Guinea,Gulf Province,Q874980,,,,
Q33617,Papua New Guinea,Milne Bay Province,Q874962,,,,
Q33617,Papua New Guinea,Oro Province,Q753686,,,,
Q33617,Papua New Guinea,Western Province,Q849790,,,,
Q56522,,,,-1.0,-59.0,,
Q56522,Brazil,,,,,,
Q56522,Brazil,Amazonas,Q40040,,,,
Q56522,Brazil,Pará,Q39517,,,,
Q2992841,,,,24.1666666667,93.0,,
Q2992841,India,,,,,,
Q2992841,India,Assam,Q1164,,,,
Q2992841,India,Manipur,Q1193,,,,
Q2992841,India,Mizoram,Q1502,,,,
Q2992841,India,Tripura,Q1363,,,,
Q2992841,India,Meghalaya,Q1195,,,,
Q3138829,,,,26.0,105.0,,
Q3138829,People's Republic of China,,,,,,
Q3138829,People's Republic of China,Guizhou,Q47097,,,,
Q3138829,People's Republic of China,Yunnan,Q43194,,,,
Q3138831,People's Republic of China,,,,,,
Q3138831,Laos,,,,,,
Q3138831,Thailand,,,,,,
Q3138831,Vietnam,,,,,,
Q3138831,People's Republic of China,Guizhou,Q47097,,,,
Q3138831,People's Republic of China,Sichuan,Q19770,,,,
Q3138831,People's Republic of China,Yunnan,Q43194,,,,
Q3138831,Laos,Laos,Q819,,,,
Q3138831,Thailand,Loei,Q275388,,,,
Q3138831,Thailand,Uttaradit,Q273794,,,,
Q3138831,Thailand,Phrae,Q244652,,,,
Q3138831,Thailand,Nan,Q244698,,,,
Q3138831,Thailand,Phayao,Q244618,,,,
Q3138831,Thailand,Mae Hong Son,Q269270,,,,
Q3138831,Thailand,Uthai Thani,Q244649,,,,
Q3138831,Thailand,Kamphaeng Phet,Q273807,,,,
Q3138831,Thailand,Tak,Q275758,,,,
Q3138831,Thailand,Sukhothai,Q380764,,,,
Q3138831,Thailand,Phetchabun,Q240520,,,,
Q3138831,Vietnam,Lai Châu,Q36409,,,,
Q3138831,Vietnam,Lào Cai,Q36446,,,,
Q3138831,Vietnam,Sơn La,Q33379,,,,
Q3138831,Vietnam,Hòa Bình,Q36015,,,,
Q3138831,Vietnam,Thanh Hóa,Q36512,,,,
Q3138831,Vietnam,Nghệ An,Q36587,,,,
Q5880707,India,,,,,,
Q5880707,India,Karnataka,Q1185,,,,
Q5880707,India,Maharashtra,Q1191,,,,
Q5880707,India,Madhya Pradesh,Q1188,,,,
Q56421,,,,36.0,-110.0,,
Q56421,United States of America,,,,,,
Q56421,United States of America,Arizona,Q816,,,,
Q56421,United States of America,New Mexico,Q1522,,,,
